This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"480778","BLACK MOUNTA",-107.7367,43.6561,1718,"COOP"
"480865","BONDURANT",-110.4358,43.2278,1992,"COOP"
"480951","BOULDER REAR",-109.6903,42.7158,2132,"COOP"
"481000","BOYSEN DAM",-108.1639,43.4050,1466,"COOP"
"481131","BUCKBOARD MA",-109.5967,41.2469,1853,"COOP"
"481165","BUFFALO",-106.7208,44.3450,1423,"COOP"
"481175","BUFFALO BILL",-109.1847,44.5011,1950,"COOP"
"481220","BURGESS JUNC",-107.5217,44.7742,2457,"COOP"
"481284","BURRIS",-109.2756,43.3656,1865,"COOP"
"481569","CASPER WATER",-106.2914,42.8611,1554,"COOP"
"481730","CHUGWATER",-104.8167,41.7500,1617,"COOP"
"481736","CHURCH BUTTE",-110.0856,41.3975,2132,"COOP"
"481775","CLARK 3 NE",-109.1400,44.9375,1247,"COOP"
"481840","CODY",-109.0633,44.5219,1549,"COOP"
"481850","CODY 12 SE",-108.8997,44.4131,1600,"COOP"
"482242","DANIEL FISH",-110.1272,42.9281,2236,"COOP"
"482415","DEAVER",-108.5931,44.8919,1251,"COOP"
"482466","DEVILS TOWER",-104.7147,44.5833,1177,"COOP"
"482715","DUBOIS",-109.6278,43.5392,2121,"COOP"
"482995","ELK MOUNTAIN",-106.4136,41.6878,2214,"COOP"
"483170","FARSON 5 N",-109.4475,42.1872,2035,"COOP"
"483936","GLENDO 6NE",-104.9153,42.5283,1444,"COOP"
"483950","GLENROCK 5 E",-105.7878,42.8267,1508,"COOP"
"484065","GREEN RIVER",-109.4767,41.5314,1852,"COOP"
"484080","GREYBULL",-108.0561,44.4922,1155,"COOP"
"484205","HAMILTON DOM",-108.5500,43.7833,1708,"COOP"
"484760","HULETT",-104.6028,44.6856,1145,"COOP"
"484910","JACKSON",-110.7594,43.4836,1899,"COOP"
"484925","JEFFREY CITY",-107.8294,42.4942,1926,"COOP"
"485055","KAYCEE",-106.6378,43.7144,1420,"COOP"
"485105","KEMMERER 2 N",-110.5333,41.8167,2111,"COOP"
"485345","LAKE YELLOWS",-110.3986,44.5619,2399,"COOP"
"485355","LAMAR RANGER",-110.2333,44.9000,1973,"COOP"
"485374","LANCE CREEK",-104.6033,43.1825,1281,"COOP"
"485417","LARAMIE 4 SE",-105.5319,41.2847,2252,"COOP"
"485612","LINGLE 3 S",-104.3500,42.1000,1266,"COOP"
"485770","LOVELL",-108.4042,44.8375,1170,"COOP"
"485833","LUSK 25 NE",-104.0683,42.9375,1261,"COOP"
"486195","MIDWEST",-106.2772,43.4131,1481,"COOP"
"486428","MOOSE",-110.7164,43.6553,1972,"COOP"
"486440","MORAN 5 WNW",-110.5889,43.8567,2072,"COOP"
"486660","NEWCASTLE",-104.2136,43.8581,1315,"COOP"
"486845","OLD FAITHFUL",-110.8317,44.4567,2243,"COOP"
"486852","OLD FORT LAR",-104.5558,42.2053,1295,"COOP"
"487031","PAHASKA",-109.9639,44.5036,2041,"COOP"
"487375","POWDER RIVER",-106.9886,43.0358,1736,"COOP"
"487388","POWELL FIELD",-108.7586,44.7761,1332,"COOP"
"487760","RIVERTON",-108.3742,43.0308,1510,"COOP"
"487995","SARATOGA 4 N",-106.7889,41.5047,2073,"COOP"
"488124","SHELL",-107.7800,44.5381,1277,"COOP"
"488160","SHERIDAN FIE",-106.8383,44.8406,1143,"COOP"
"488192","SHIRLEY BASI",-106.1050,42.3667,2150,"COOP"
"488315","SNAKE RIVER",-110.6658,44.1333,2098,"COOP"
"488626","STORY",-106.8969,44.5772,1549,"COOP"
"488758","SUNSHINE 3 N",-108.9547,44.0761,1901,"COOP"
"488808","SYBILLE RESE",-105.3756,41.7628,1859,"COOP"
"488858","TEN SLEEP 16",-107.3650,43.8111,1426,"COOP"
"488884","THERMOPOLIS",-108.1369,43.7528,1307,"COOP"
"488997","TORRINGTON 2",-104.1564,42.4881,1481,"COOP"
"489025","TOWER FALLS",-110.4203,44.9167,1910,"COOP"
"489459","WAMSUTTER",-107.9667,41.6667,2054,"COOP"
"489770","WORLAND",-107.9686,44.0108,1237,"COOP"
"489805","WRIGHT 12 W",-105.7331,43.7472,1530,"COOP"
"489902","YELLOWSTONE",-110.0039,44.4886,2119,"COOP"
"489905","YELLOWSTONE",-110.6953,44.9772,1899,"COOP"
"15C19352","YUROK",-123.8575,41.2897,151,"RAWS"
"15C1A6C8","HEART BUTTE",-112.8353,48.2928,1353,"RAWS"
"16C46822","ZIM",-122.4683,42.6889,860,"RAWS"
"2200029E","STILLWATER",-114.5594,48.5394,950,"RAWS"
"22002472","FISHER RIVER",-115.3175,48.3519,658,"RAWS"
"3000065E","GREENWATER",-121.6114,47.1556,640,"RAWS"
"300033C4","OWL MOUNTAIN",-124.0667,47.7667,1036,"RAWS"
"300070CE","SEDGE RIDGE",-121.0133,46.4950,1311,"RAWS"
"3000B5D0","ABERNATHY MT",-123.1000,46.3500,884,"RAWS"
"3000D036","KOSMOS",-122.2014,46.5278,739,"RAWS"
"300731F0","GOLDENDALE",-120.7231,45.8672,626,"RAWS"
"30074760","AENEAS",-119.6222,48.7431,1580,"RAWS"
"30075416","CHEHALIS",-122.9083,46.6100,80,"RAWS"
"3230036A","PINE HILLS",-116.6339,33.0164,1097,"RAWS"
"32302586","BIG HORN",-106.2006,37.0203,2540,"RAWS"
"323036F0","ROCHELLE HIL",-105.0917,43.5506,1563,"RAWS"
"32304060","BURGESS",-107.5347,44.7853,2360,"RAWS"
"3230668C","NEMO",-103.5097,44.1917,1415,"RAWS"
"323075FA","RED CANYON",-103.7589,43.4258,1415,"RAWS"
"32309608","OAK GROVE",-116.7950,33.3933,839,"RAWS"
"3230A392","EL CARISO",-117.4067,33.6517,926,"RAWS"
"3230B0E4","MILL CREEK (",-117.0347,34.0836,899,"RAWS"
"3230D502","HIGH GLADE L",-122.8083,39.2083,1475,"RAWS"
"3230F3EE","FAWNSKIN",-116.8989,34.2661,2103,"RAWS"
"32310190","MORMON ROCK",-117.5022,34.3167,1006,"RAWS"
"3231277C","PLEASANT GRO",-111.7500,40.4311,1585,"RAWS"
"3231429A","UHL",-118.6000,35.8000,1134,"RAWS"
"323151EC","CHALLIS",-114.2228,44.5042,1600,"RAWS"
"32316476","RUSH CREEK",-120.8639,41.2944,1463,"RAWS"
"32317700","HALF MOON",-109.7472,42.9147,2600,"RAWS"
"32318784","CEDAR CREEK",-117.4939,48.9869,1311,"RAWS"
"323194F2","FLOWERY TRAI",-117.4039,48.2975,792,"RAWS"
"3231A168","PEPPERMINT",-118.5414,36.0733,2251,"RAWS"
"3231D7F8","TEEPEE SEED",-117.4819,48.6639,1024,"RAWS"
"3232D0F6","COYOTE",-106.6472,36.0667,2682,"RAWS"
"3232F61A","GILA CENTER",-108.2400,33.2233,1707,"RAWS"
"323331FE","BENCHMARK",-112.9000,47.5000,1631,"RAWS"
"3233476E","PARDEE",-114.9161,47.2697,1414,"RAWS"
"32335418","GALENA",-112.2292,46.2222,2091,"RAWS"
"32336182","MAGDALENA",-107.5431,33.8511,2591,"RAWS"
"3233D20C","SLAUGHTER",-108.4167,34.0583,2646,"RAWS"
"3234455A","INDIANOLA",-114.1697,45.4000,1067,"RAWS"
"323470C0","MANZANITA LA",-121.5633,40.5433,1725,"RAWS"
"3234B5DE","STAMPEDE",-120.0567,39.4833,2093,"RAWS"
"3234D038","ROBERTS BUTT",-117.2064,45.6817,1299,"RAWS"
"3234E5A2","SPARTA BUTTE",-117.3750,44.9083,1304,"RAWS"
"3234F6D4","BLUE PARK",-106.7697,37.7900,3139,"RAWS"
"323504AA","SAWMILL PARK",-106.1397,41.0600,2760,"RAWS"
"323517DC","BLACK CEDAR",-112.2397,38.9797,1975,"RAWS"
"32353130","CRANDALL",-109.6114,44.8503,2015,"RAWS"
"323547A0","TAYLOR PARK",-106.6017,38.9078,3173,"RAWS"
"323554D6","STONYFORD",-122.5500,39.3833,366,"RAWS"
"3235614C","CHUCHUPATE",-119.0136,34.8064,1609,"RAWS"
"3235723A","TEPEE DRAW",-121.0833,43.8353,1445,"RAWS"
"323582BE","LAVA BUTTE",-121.3553,43.9083,1419,"RAWS"
"323591C8","SODA CREEK",-105.9897,39.5600,2926,"RAWS"
"3235A452","SANBORN PARK",-108.2200,38.1897,2417,"RAWS"
"3235B724","MCCLURE PASS",-107.2900,39.1197,2749,"RAWS"
"3235C1B4","SALTER",-108.5364,37.6511,2484,"RAWS"
"3235D2C2","PORCUPINE CR",-106.6464,40.0978,2713,"RAWS"
"3235E758","DRY LAKE",-106.7500,40.5297,2536,"RAWS"
"3235F42E","WILLOW CREEK",-106.1997,40.3497,2963,"RAWS"
"323603A4","DEAD HORSE",-107.3600,40.0697,2731,"RAWS"
"323610D2","REDFEATHER",-105.5800,40.4300,2499,"RAWS"
"32362548","BEAR LODGE",-104.4275,44.5972,1609,"RAWS"
"323653D8","SUGARLOAF",-122.6564,43.5061,1082,"RAWS"
"323696C6","HOBACK",-110.4231,43.2203,2050,"RAWS"
"3236B02A","DESCANSO",-116.6222,32.8569,1061,"RAWS"
"3236E056","BOULDER CREE",-122.0000,44.9833,1088,"RAWS"
"3237874A","SHOCK",-116.6200,46.9797,1128,"RAWS"
"3237A1A6","BOGARD R.S.",-121.0831,40.5981,1722,"RAWS"
"3237D736","CONVERSE",-116.9131,34.1942,1712,"RAWS"
"3237E2AC","MONTECITO",-119.6481,34.4614,457,"RAWS"
"3237F1DA","CINNAMON",-122.1497,43.2503,1413,"RAWS"
"323807CC","VIEWPOINT",-120.9000,47.8500,1146,"RAWS"
"323814BA","DRY CREEK",-120.5333,47.7333,1061,"RAWS"
"32383256","ISLAND PARK",-111.3833,44.4167,1915,"RAWS"
"323844C6","SLATER BUTTE",-123.3542,41.8639,1423,"RAWS"
"323857B0","CALLAHAN",-122.8000,41.3153,956,"RAWS"
"3238715C","JUANITA LAKE",-122.1097,41.8019,1646,"RAWS"
"323881D8","COLLINS BALD",-122.9483,41.7775,1674,"RAWS"
"323892AE","SOMES BAR",-123.4792,41.3792,280,"RAWS"
"3238D1A4","SAWYERS BAR",-123.1292,41.3000,668,"RAWS"
"3238E43E","LADDER BUTTE",-121.3008,40.8014,1753,"RAWS"
"32390536","DRY PARK",-112.2400,36.4500,2654,"RAWS"
"323973A6","BEAVER CAMP",-120.3250,38.4883,1524,"RAWS"
"32398322","BALD MTN LOC",-120.6972,38.9056,1426,"RAWS"
"32399054","OWENS CAMP",-120.2450,38.7333,1597,"RAWS"
"3239C028","GASQUET",-123.9792,41.8458,152,"RAWS"
"3239F5B2","SCHOOL HOUSE",-106.9700,44.2997,2463,"RAWS"
"323A0238","MILL CREEK",-107.4497,44.4500,2722,"RAWS"
"323A114E","ELKHORN",-109.5997,43.6897,2537,"RAWS"
"323A37A2","DEVIL MTN.",-107.3000,37.2200,2243,"RAWS"
"323A4132","ALDER SPRING",-122.7250,39.6500,1311,"RAWS"
"323AB1B6","BIG BAR",-123.2333,40.7333,457,"RAWS"
"323AC726","ASH CREEK",-121.9794,41.2769,975,"RAWS"
"323AE1CA","SIMS",-122.3667,41.0667,732,"RAWS"
"323BF046","SLATE CREEK",-116.2833,45.6333,478,"RAWS"
"323C241A","CARPENTER RI",-109.0469,38.4594,2465,"RAWS"
"323C376C","JOES VALLLEY",-111.3228,39.3094,2652,"RAWS"
"323E9260","YELLOWPINE",-118.3231,44.5264,1402,"RAWS"
"323ED16A","SUGARLOAF",-105.3614,40.0181,2052,"RAWS"
"323EE4F0","ESTES PARK",-105.5500,40.3667,2384,"RAWS"
"323F05F8","DERBY MOUNTA",-109.8517,45.5842,2134,"RAWS"
"323F168E","TIMBERCREST",-109.3606,45.1569,1951,"RAWS"
"323F2314","WICKED CREEK",-110.5433,45.2706,2318,"RAWS"
"323F3062","THOMPSON FAL",-115.2850,47.5806,750,"RAWS"
"323F46F2","PLAINS",-114.8667,47.4500,732,"RAWS"
"323F5584","SEELEY LAKE",-113.4472,47.1828,1291,"RAWS"
"323F7368","SMITH CREEK",-114.2272,46.4394,1722,"RAWS"
"323F83EC","HELLS HALF",-114.6278,45.6453,2469,"RAWS"
"323F909A","ENNIS",-111.7344,45.3500,1505,"RAWS"
"323FA500","PHILLIPSBURG",-113.3000,46.3167,1609,"RAWS"
"323FB676","WHITEHALL",-112.1500,45.8833,1329,"RAWS"
"323FC0E6","HEBGEN LAKE",-111.1006,44.6678,2032,"RAWS"
"323FD390","SHENANGO",-111.2189,45.4511,1637,"RAWS"
"324006C6","JOHNSONDALE",-118.5450,35.9717,1433,"RAWS"
"32400814","FENN",-115.5347,46.1000,463,"RAWS"
"32401B62","WARM SPRINGS",-112.2300,36.7000,2441,"RAWS"
"3240202A","CABIN LAKE",-121.0597,43.4956,1385,"RAWS"
"32402EF8","MOUNT STELLA",-122.4347,42.9361,1433,"RAWS"
"3240335C","RED BOX",-121.9211,45.0275,991,"RAWS"
"32403D8E","LOG CREEK",-121.8953,45.4967,853,"RAWS"
"324045CC","WAMIC MILL",-121.4531,45.2406,1012,"RAWS"
"32404B1E","CHILOQUIN",-121.8936,42.5769,1347,"RAWS"
"32407056","WANDERER'S P",-122.1953,45.1094,1326,"RAWS"
"32407E84","GOLD HILL",-121.5000,48.2000,1036,"RAWS"
"324093A4","PATTYMOCUS",-122.8717,40.2883,1067,"RAWS"
"3240A63E","ESTERBROOK",-105.5800,42.6697,1990,"RAWS"
"3240B548","WILLIS CREEK",-105.0500,38.0000,2804,"RAWS"
"3240C3D8","LAKE GEORGE",-105.3553,38.9772,2281,"RAWS"
"3240D0AE","LUJAN",-106.5678,38.2544,3400,"RAWS"
"3240F642","BUCK FLAT",-111.6900,37.9000,2438,"RAWS"
"3241043C","CART CREEK",-109.4100,40.8897,2103,"RAWS"
"3241174A","NORTH LONG P",-109.8389,37.8547,2646,"RAWS"
"32411998","ASSAY",-112.5500,37.5400,2469,"RAWS"
"324122D0","RAY'S VALLEY",-111.2747,40.1178,2225,"RAWS"
"32412C02","SIGNAL PEAK",-112.0597,38.6100,2667,"RAWS"
"32413F74","HEWINTA",-110.4806,40.9528,2800,"RAWS"
"32415440","LITTLE CREEK",-114.9964,44.7228,1408,"RAWS"
"32415A92","YELLOWSTONE",-110.3097,40.5497,2377,"RAWS"
"32417C7E","ENTIAT",-120.2108,47.6744,243,"RAWS"
"3241B7B2","EEL RIVER (M",-123.0833,39.8333,457,"RAWS"
"3241B960","DOWD JUNCTIO",-106.4519,39.6275,2743,"RAWS"
"3241C122","RED DEER",-106.2200,38.8497,2682,"RAWS"
"3241CFF0","TOWN CREEK",-115.9197,43.9300,1372,"RAWS"
"3241D254","BEARSKIN CRE",-115.5000,44.3800,2042,"RAWS"
"3241DC86","PINE CREEK",-116.1800,44.2500,1341,"RAWS"
"3241E7CE","PINION CANYO",-104.0556,37.9056,1634,"RAWS"
"3241F4B8","BONANZA",-114.7278,44.3722,1954,"RAWS"
"3241FA6A","COPPER BASIN",-113.8197,43.7997,2384,"RAWS"
"32420332","SUGARLOAF (S",-122.4383,40.9167,1280,"RAWS"
"324225DE","FRIEND MTN.",-123.3417,40.5050,1219,"RAWS"
"324236A8","HAYFORK",-123.1650,40.5500,708,"RAWS"
"324266D4","CRESTVIEW",-118.9833,37.7450,2316,"RAWS"
"324275A2","VAN BREMMER",-121.7867,41.6367,1502,"RAWS"
"32429650","DEVILS POST",-119.0933,37.6300,2304,"RAWS"
"3242A3CA","ROSE VALLEY",-119.1842,34.5431,1015,"RAWS"
"3242B0BC","MAD RIVER",-123.5239,40.4633,846,"RAWS"
"3242C62C","EAGLE PEAK",-122.6569,39.9278,1132,"RAWS"
"3242D55A","BEAR RIVER",-110.8292,40.8844,2602,"RAWS"
"3242E0C0","TEMESCAL (CN",-117.4828,33.7625,343,"RAWS"
"3242F3B6","RUCKER",-109.3486,31.7611,1737,"RAWS"
"324312BE","MOUNTAIN RES",-119.3711,37.0544,1250,"RAWS"
"3243D7A0","HACHITA VALL",-108.3497,31.7000,1308,"RAWS"
"3243E23A","YAMPA PLATEA",-109.2900,40.2831,1597,"RAWS"
"3245349C","BALD KNOB LO",-124.0394,42.6936,1106,"RAWS"
"3245420C","QUAIL PRAIRI",-124.0453,42.2422,970,"RAWS"
"324564E0","ILLINOIS VAL",-123.6853,42.1039,423,"RAWS"
"32457796","DEER MOUNTAI",-117.2833,48.4667,1006,"RAWS"
"32459464","PAL MOORE OR",-117.5853,48.3903,951,"RAWS"
"3245A1FE","CAMP 4",-120.8667,48.1806,1097,"RAWS"
"3245C418","SAWMILL FLAT",-121.0686,46.9686,1067,"RAWS"
"3245D76E","TUPPER",-119.4911,45.0664,1298,"RAWS"
"3245E2F4","ALDER RIDGE",-117.4950,46.2733,1372,"RAWS"
"3245F182","CASE",-118.9297,44.9711,1158,"RAWS"
"3246157E","EDEN",-117.6164,45.8764,1280,"RAWS"
"324620E4","COUGAR MOUNT",-123.1172,47.9167,914,"RAWS"
"32463392","JEFFERSON CR",-123.1667,47.5500,671,"RAWS"
"32465674","HUMPTULLIPS",-123.4672,47.3672,732,"RAWS"
"3246801C","SQUAW PEAK",-123.0117,42.0697,1513,"RAWS"
"3246936A","DOUGLAS INGR",-120.1000,48.1167,1085,"RAWS"
"3246E5FA","PECOS",-105.4833,35.5583,2621,"RAWS"
"32477262","POLLYWOG",-121.4464,45.4586,1012,"RAWS"
"324782E6","ROUND MOUNTA",-121.7167,43.7639,1798,"RAWS"
"32479190","STRAWBERRY",-120.8472,42.1892,1704,"RAWS"
"3247A40A","SUMMIT",-120.2469,42.1989,1863,"RAWS"
"3247C1EC","CONDON WORK",-113.7172,47.5361,1123,"RAWS"
"32480260","PIKE COUNTY",-121.2025,39.4750,1132,"RAWS"
"3248248C","PIERCE",-120.6422,40.2461,1737,"RAWS"
"324837FA","TANBARK",-117.7667,34.1667,792,"RAWS"
"3248521C","WARM SPRINGS",-118.5500,34.5833,1225,"RAWS"
"324950E6","WHITE CLOUD",-120.8375,39.3167,1317,"RAWS"
"3249657C","SADDLE PASS",-116.7292,48.9417,1561,"RAWS"
"3249868E","FISH HOOK",-115.8700,47.1300,1433,"RAWS"
"3249A062","FIRST BUTTE",-120.1064,48.6189,1676,"RAWS"
"3249D6F2","LOST LAKE",-119.0625,48.8686,1146,"RAWS"
"324A6272","HUNTER CREEK",-108.3097,39.7597,2231,"RAWS"
"324A7104","RIFLE",-107.7300,39.5000,1865,"RAWS"
"324A8180","DRAGON ROAD",-108.8875,39.9153,1920,"RAWS"
"324AC28A","JAY",-107.7397,38.8400,1890,"RAWS"
"324AD1FC","WILKINSON RI",-123.7164,44.3325,457,"RAWS"
"324AE466","ZORTMAN MINE",-108.5528,47.9225,1420,"RAWS"
"324B5512","HIGH POINT",-123.3794,43.9064,590,"RAWS"
"324B73FE","RYE MOUNTAIN",-123.5356,45.2172,610,"RAWS"
"324B837A","MALPIAS LAVA",-108.0897,34.9000,2274,"RAWS"
"324B900C","DRIPPING SPR",-106.5867,32.3233,1881,"RAWS"
"324BA596","FIVE MILE",-117.9183,35.8717,1265,"RAWS"
"324BB6E0","FISHTAIL",-109.5714,45.4581,1387,"RAWS"
"324BE69C","PELONA MOUNT",-108.1100,33.6300,2463,"RAWS"
"324BF5EA","ALBINO CANYO",-107.6500,36.9500,2012,"RAWS"
"324C21B6","KNOXVILLE CR",-122.4172,38.8622,671,"RAWS"
"324CB4D4","UPPER P.R. C",-109.2797,39.4797,2499,"RAWS"
"324CC244","WINTER RIDGE",-109.5500,39.5000,2225,"RAWS"
"324CD132","MCCOOK RIDGE",-109.2500,39.6397,2134,"RAWS"
"324CE4A8","UPPER SAND W",-109.4497,39.7097,1920,"RAWS"
"324D16D6","RED MOUND",-124.3006,42.1233,534,"RAWS"
"324F26B8","MIDNITE MINE",-118.0936,47.9383,821,"RAWS"
"324FB3DA","SIGNAL TREE",-123.7803,43.0019,1004,"RAWS"
"324FF0D0","FOUR SPRINGS",-112.0422,36.7939,1999,"RAWS"
"32500158","PARIA POINT",-111.8250,36.7250,2205,"RAWS"
"325034C2","BRACE FLAT",-116.6900,42.3497,1494,"RAWS"
"32505124","BROWNS WELL",-120.2361,43.5628,1390,"RAWS"
"3250874C","BEACON LIGHT",-116.7500,40.5497,1463,"RAWS"
"3250A1A0","BASQUE HILLS",-118.9678,42.2547,1548,"RAWS"
"3250B2D6","DEAD INDIAN",-117.1697,44.3197,1088,"RAWS"
"3250C446","ASH VALLEY",-120.6861,41.0519,1554,"RAWS"
"3250D730","GRASSY MOUNT",-117.3950,42.6261,1390,"RAWS"
"3250E2AA","DEER HAVEN",-115.1600,43.1800,1692,"RAWS"
"3250F1DC","GERBER RESER",-121.1381,42.2058,1500,"RAWS"
"325103A2","EZRA CREEK",-114.0197,44.8800,2030,"RAWS"
"325110D4","GOOSE CREEK",-113.9197,42.0900,1725,"RAWS"
"3251254E","FIVE MILE",-110.3197,39.8800,2438,"RAWS"
"32513638","HORSE BUTTE",-115.2300,42.4197,1524,"RAWS"
"325140A8","CRYSTAL",-113.1600,42.9900,1544,"RAWS"
"32516644","RED ROCK",-115.4300,36.1347,1146,"RAWS"
"325185B6","HORSE THIEF",-115.9092,35.7706,1524,"RAWS"
"325196C0","CHAIN BUTTES",-108.0333,47.5167,892,"RAWS"
"3251B02C","POLE CREEK",-115.7797,42.0600,1725,"RAWS"
"3251C6BC","GAS CAVES",-111.7697,44.1800,1750,"RAWS"
"3251D5CA","NUCLA",-108.5583,38.2297,1786,"RAWS"
"3251F326","KRILEY CREEK",-113.8897,45.3497,1585,"RAWS"
"325204AC","BULL CANYON",-112.7064,42.3669,1951,"RAWS"
"325217DA","ROCK SPRING",-114.4400,41.6397,1646,"RAWS"
"32523136","TRIANGLE",-116.5997,42.8100,1606,"RAWS"
"325247A6","MULKEY BAR",-113.3808,44.1600,1975,"RAWS"
"3252614A","OHIO GULCH",-114.3097,43.5997,1896,"RAWS"
"3252723C","COILS CREEK",-116.4897,39.8300,2073,"RAWS"
"325282B8","BALD MTN",-118.4069,43.5572,1670,"RAWS"
"325291CE","NORTH POLE R",-120.5361,45.0275,1061,"RAWS"
"3252A454","OWYHEE RIDGE",-117.2397,43.5178,1341,"RAWS"
"3252B722","TWIN BUTTES",-115.1500,42.5097,1021,"RAWS"
"3252D2C4","SPRING GULCH",-114.1997,40.5900,1667,"RAWS"
"32530656","RED BUTTE",-117.3197,39.9797,1539,"RAWS"
"32531520","MUD SPRING",-112.2722,39.7986,1756,"RAWS"
"325320BA","POTTER BUTTE",-113.5697,43.2200,1503,"RAWS"
"325333CC","MEANS LAKE",-116.5169,34.3906,884,"RAWS"
"3253455C","POLE CANYON",-111.8397,42.8897,2042,"RAWS"
"3253562A","PATJENS",-120.9292,45.3219,661,"RAWS"
"325363B0","ANTELOPE",-112.5417,44.6867,2071,"RAWS"
"325370C6","SALMON",-113.9300,45.1500,1512,"RAWS"
"32538042","JAWBONE",-118.2264,35.2947,1311,"RAWS"
"32539334","ANTELOPE LAK",-116.7600,41.6800,1664,"RAWS"
"3253A6AE","MORGAN MOUNT",-117.2983,44.5014,1280,"RAWS"
"3253B5D8","WALKER PASS",-118.0569,35.6647,1698,"RAWS"
"3253C348","RIDDLE MTN.",-118.4981,43.1006,1936,"RAWS"
"3253D03E","ROCK LAKE",-114.0597,42.9700,1298,"RAWS"
"3253E5A4","BULL SPRING",-114.4897,42.0800,1737,"RAWS"
"3253F6D2","GINGER",-111.5867,46.3292,1332,"RAWS"
"32540462","HORSE HOLLOW",-112.6800,38.6597,1832,"RAWS"
"32541714","FISH SPRINGS",-119.6500,38.9397,1561,"RAWS"
"325431F8","BADGER SPRIN",-113.9497,37.1697,1216,"RAWS"
"32544768","ARMELLS CREE",-108.8694,47.5867,867,"RAWS"
"3254541E","COOSKIE MOUN",-124.2500,40.2583,899,"RAWS"
"32546184","BRUIN POINT",-110.3497,39.6500,3109,"RAWS"
"325472F2","CARRIZO",-119.7728,35.0964,759,"RAWS"
"32548276","ALLIGATOR RI",-115.5197,39.7400,1999,"RAWS"
"3254A49A","BUFFALO CREE",-119.7900,40.5819,1188,"RAWS"
"3254B7EC","BENTON",-118.4778,37.8431,1661,"RAWS"
"3254C17C","MID HILLS",-115.4114,35.1231,1650,"RAWS"
"3254E790","CEDAR MOUNTA",-112.7764,40.3008,1469,"RAWS"
"3254F4E6","LOST CREEK",-111.8600,38.7700,2283,"RAWS"
"32550698","P HILL",-118.9353,42.8233,1481,"RAWS"
"32554592","BEAR PEAK",-118.0517,35.8842,2508,"RAWS"
"325556E4","DESERT SPRIN",-119.7678,39.6739,1609,"RAWS"
"3255637E","DIAMOND RIM",-109.2428,40.6172,2356,"RAWS"
"32557008","KELSAY BUTTE",-117.9869,43.9011,1581,"RAWS"
"3255808C","BULL FLAT",-120.1139,40.4808,1340,"RAWS"
"3255A660","KANE GULCH",-109.8897,37.5297,2012,"RAWS"
"3255B516","IMMIGRATION",-114.1500,37.9197,1899,"RAWS"
"3255C386","CEDAR PASS",-114.1500,39.7500,2190,"RAWS"
"3255E56A","BRADSHAW CRE",-105.9483,45.0553,1198,"RAWS"
"3255F61C","BLUE DOOR",-120.3375,41.0547,1711,"RAWS"
"32560196","TEXAS SPRING",-118.4497,41.8100,1756,"RAWS"
"3256429C","SQUAW SPRING",-117.5683,35.3700,1103,"RAWS"
"325694F4","DOYLE",-120.1056,40.0222,1292,"RAWS"
"3256A16E","SANTA RITA",-120.5978,36.3478,1524,"RAWS"
"3256B218","BIG SHEEP MO",-105.8167,47.0167,975,"RAWS"
"3256C488","LITTLE BULLW",-109.0167,47.8139,945,"RAWS"
"3256E264","WAGONTIRE",-119.8814,43.3400,1957,"RAWS"
"3256F112","FOX MOUNTAIN",-119.5597,41.0097,2100,"RAWS"
"3257036C","CURRANT CREE",-115.4100,38.7597,1701,"RAWS"
"3257101A","JENSEN SPRIN",-113.5197,38.0400,1751,"RAWS"
"32572580","VERNON",-112.4300,40.0997,1676,"RAWS"
"325736F6","JUNIPER SPRI",-119.7764,41.0808,1630,"RAWS"
"32575310","HORSE LAKE",-120.5028,40.6306,1554,"RAWS"
"325775FC","BURNS CANYON",-116.6339,34.2103,1829,"RAWS"
"32578578","BARREL SPRIN",-119.9389,41.9111,1779,"RAWS"
"3257960E","OPAL MOUNTAI",-117.1756,35.1542,988,"RAWS"
"3257A394","CATTLE CAMP",-114.8142,38.9036,2225,"RAWS"
"3257E09E","BLACK ROCK",-113.7567,36.7944,2158,"RAWS"
"3257F3E8","RAVENDALE",-120.3164,40.7308,1615,"RAWS"
"325805FE","EMPIRE",-110.6347,31.7806,1417,"RAWS"
"32581688","GOODWIN MESA",-113.2969,34.7575,1280,"RAWS"
"32582312","GUNSIGHT",-112.5833,36.7044,1609,"RAWS"
"325846F4","HAVASU",-114.5617,34.7872,145,"RAWS"
"32585582","HORSE CAMP C",-110.4961,32.9375,1231,"RAWS"
"3258736E","HUMBUG CREEK",-112.3000,34.1028,1600,"RAWS"
"325883EA","HURRICANE",-113.2072,36.6992,1660,"RAWS"
"3258B670","MOSS BASIN",-113.8925,35.0336,1804,"RAWS"
"3258C0E0","MOUNT LOGAN",-113.1989,36.3472,2195,"RAWS"
"3258D396","MULESHOE RAN",-110.2708,32.4000,1273,"RAWS"
"3258E60C","MUSIC MOUNTA",-113.7939,35.6147,1652,"RAWS"
"3258F57A","OLAF KNOLLS",-113.8161,36.5072,884,"RAWS"
"32590704","BUCKSKIN MTN",-112.1997,36.9306,1951,"RAWS"
"3259329E","STANTON",-112.7353,34.1647,1097,"RAWS"
"3259440E","SUNSET POINT",-112.1417,34.1953,902,"RAWS"
"32595778","TWEEDS POINT",-113.7319,36.5819,1585,"RAWS"
